episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,policy_reward_mean/agent_0,policy_reward_mean/agent_1,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/min_exploration,info/max_exploration,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_throughput,info/train_throughput,info/num_weight_syncs,info/num_samples_dropped,info/learner_queue/size_count,info/learner_queue/size_mean,info/learner_queue/size_std,info/learner_queue/size_quantiles,info/replay_shard_0/add_batch_time_ms,info/replay_shard_0/replay_time_ms,info/replay_shard_0/update_priorities_time_ms,info/replay_shard_0/policy_agent_0/added_count,info/replay_shard_0/policy_agent_0/sampled_count,info/replay_shard_0/policy_agent_0/est_size_bytes,info/replay_shard_0/policy_agent_0/num_entries,info/replay_shard_0/policy_agent_1/added_count,info/replay_shard_0/policy_agent_1/sampled_count,info/replay_shard_0/policy_agent_1/est_size_bytes,info/replay_shard_0/policy_agent_1/num_entries,info/learner/agent_0/cur_lr,info/learner/agent_0/mean_q,info/learner/agent_0/min_q,info/learner/agent_0/max_q,info/learner/agent_0/mean_td_error,info/learner/agent_1/cur_lr,info/learner/agent_1/mean_q,info/learner/agent_1/min_q,info/learner/agent_1/max_q,info/learner/agent_1/mean_td_error
57.80398935785938,53.694054821490674,55.90074277486431,100.0,808,79872,False,79872,808,1,5a8c3f26378b4467aafb07332f1f86bd,2019-09-28_08-37-37,1569659857,30.577207326889038,30.577207326889038,3488,RL-K80,10.0.0.4,30.577207326889038,79872,1,4,0d984810,27.94175027888624,27.958992495978098,0.6379816993028808,3.0158581513362064,1.9093028142877808,1.0,1.0,1,89600,79872,0.0,0.0,154,354,10761,0.12,0.32496153618543844,"[0.0, 0.0, 0.0, 1.0, 1.0]",33.162,93.423,58.304,19200,22784,25018200,19200,19200,22784,25018200,19200,0.004999999888241291,1.048586368560791,0.9149249196052551,1.162501335144043,-0.022961391136050224,0.004999999888241291,1.0764919519424438,0.9440535306930542,1.1906579732894897,0.02096356824040413
57.71496358077946,53.06496038664924,55.33321314941616,100.0,1016,102144,False,182016,1824,2,5a8c3f26378b4467aafb07332f1f86bd,2019-09-28_08-38-08,1569659888,30.551321029663086,61.128528356552124,3488,RL-K80,10.0.0.4,61.128528356552124,182016,2,4,0d984810,27.713190924324607,27.620022225091578,0.6710168720300517,3.087048010952805,1.922214806691712,0.84345088,0.84345088,5,252928,182016,22052.162,0.0,354,354,11398,0.16,0.417612260356422,"[0.0, 0.0, 0.0, 1.0, 2.0]",29.751,77.398,44.532,43776,63744,57041472,43776,43776,63744,57041472,43776,0.004999999888241291,4.033945560455322,3.8420636653900146,4.22796106338501,0.37234488129615784,0.004999999888241291,4.074042320251465,3.8520209789276123,4.247175693511963,0.4408809244632721
56.3632815854098,51.86405206440215,54.314960133603904,100.0,1048,105216,False,287232,2872,3,5a8c3f26378b4467aafb07332f1f86bd,2019-09-28_08-38-38,1569659918,30.565897703170776,91.6944260597229,3488,RL-K80,10.0.0.4,91.6944260597229,287232,3,4,0d984810,27.23709275839985,27.077867375204086,0.6774515874523718,3.0672358760383016,1.8973048679057187,0.6432486399999999,0.6432486399999999,8,411392,287232,0.0,0.0,560,354,12017,0.06,0.23748684174075835,"[0.0, 0.0, 0.0, 0.0, 1.0]",37.056,81.28,45.691,67584,106240,88064016,67584,67584,106240,88064016,67584,0.004999999888241291,5.12343692779541,4.96356725692749,5.228359222412109,0.014664243906736374,0.004999999888241291,5.151347637176514,5.001224040985107,5.284277439117432,0.06881663203239441
58.42251545049904,48.450387673773385,52.785026785021934,100.0,1032,103168,False,390400,3904,4,5a8c3f26378b4467aafb07332f1f86bd,2019-09-28_08-39-09,1569659949,30.591118812561035,122.28554487228394,3488,RL-K80,10.0.0.4,122.28554487228394,390400,4,4,0d984810,26.68530335997241,26.099723425049547,0.6779842277087613,3.06840523320838,1.9142385038785537,0.43702528000000007,0.43702528000000007,11,567808,390400,9617.149,0.0,762,354,12630,0.08,0.2712931993250107,"[0.0, 0.0, 0.0, 0.0, 1.0]",35.91,105.914,58.996,94720,145152,97727292,75000,94720,145152,97727292,75000,0.004999999888241291,6.226869583129883,6.10826301574707,6.316619873046875,0.004207797348499298,0.004999999888241291,6.160495281219482,6.007535457611084,6.282728672027588,-0.028935858979821205
56.35770902205887,47.26871641538637,51.60345457879575,100.0,1064,105728,False,496128,4968,5,5a8c3f26378b4467aafb07332f1f86bd,2019-09-28_08-39-39,1569659979,30.579097032546997,152.86464190483093,3488,RL-K80,10.0.0.4,152.86464190483093,496128,5,4,0d984810,26.021693925180717,25.581760653615046,0.6755043822035594,3.050295407287238,1.9067959672834076,0.2348159999999999,0.2348159999999999,14,721152,496128,4651.959,9303.917,969,354,13228,0.06,0.23748684174075835,"[0.0, 0.0, 0.0, 0.0, 1.0]",35.244,90.823,46.288,116992,183552,97727292,75000,116992,183552,97727292,75000,0.004999999888241291,7.0552520751953125,6.899584770202637,7.166431427001953,0.0185525082051754,0.004999999888241291,7.0211944580078125,6.8671112060546875,7.166854381561279,0.005150953307747841
58.90251521477389,44.946289293765794,52.13184990505276,100.0,1024,102144,False,598272,5992,6,5a8c3f26378b4467aafb07332f1f86bd,2019-09-28_08-40-10,1569660010,30.55000400543213,183.41464591026306,3488,RL-K80,10.0.0.4,183.41464591026306,598272,6,4,0d984810,26.63072947431855,25.50112043073424,0.6809463957404968,3.0675350702979385,1.9119866643735197,0.027589120000000023,0.027589120000000023,17,872960,598272,8203.892,8203.892,1168,354,13820,0.14,0.4004996878900157,"[0.0, 0.0, 0.0, 1.0, 2.0]",34.644,85.383,51.28,142848,223232,97727292,75000,142848,223232,97727292,75000,0.004999999888241291,7.658933639526367,7.431421279907227,7.888525009155273,-0.012070439755916595,0.004999999888241291,7.558726787567139,7.3852033615112305,7.737677574157715,-0.01594541408121586
54.041634783545064,43.309242321453326,49.3929250847115,100.0,1040,104448,False,702720,7032,7,5a8c3f26378b4467aafb07332f1f86bd,2019-09-28_08-40-41,1569660041,30.58389401435852,213.99853992462158,3488,RL-K80,10.0.0.4,213.99853992462158,702720,7,4,0d984810,25.2799381472679,24.112986937443598,0.6814764002952547,3.069644742064673,1.9066401974508926,0.020000000000000018,0.020000000000000018,20,1027584,702720,0.0,0.0,1371,354,14424,0.1,0.3,"[0.0, 0.0, 0.0, 0.10000000000000142, 1.0]",30.139,111.493,55.022,169216,261376,97727292,75000,169216,261376,97727292,75000,0.004999999888241291,8.15589714050293,7.907284259796143,8.516548156738281,-0.009739404544234276,0.004999999888241291,8.054606437683105,7.763699531555176,8.33191967010498,0.028417887166142464
53.779746157271425,41.2260045742948,47.941366181024755,100.0,976,97792,False,800512,8008,8,5a8c3f26378b4467aafb07332f1f86bd,2019-09-28_08-41-11,1569660071,30.620682954788208,244.6192228794098,3488,RL-K80,10.0.0.4,244.6192228794098,800512,8,4,0d984810,23.569629488993638,24.37173669203111,0.6845336673724317,3.0823226375927506,1.9280182654657656,0.020000000000000018,0.020000000000000018,23,1169408,800512,7339.717,0.0,1562,354,14978,0.22,0.5015974481593781,"[0.0, 0.0, 0.0, 1.0, 2.0]",37.735,93.839,52.582,192000,296960,97727292,75000,192000,296960,97727292,75000,0.004999999888241291,8.453463554382324,8.000975608825684,9.297324180603027,0.014388345181941986,0.004999999888241291,8.296751022338867,7.94149923324585,8.694695472717285,-0.013369658961892128
55.28910640896172,48.66176497803196,52.85871191672154,100.0,928,93696,False,894208,8936,9,5a8c3f26378b4467aafb07332f1f86bd,2019-09-28_08-41-42,1569660102,30.590017080307007,275.2092399597168,3488,RL-K80,10.0.0.4,275.2092399597168,894208,9,4,0d984810,27.95942369527559,24.89928822144599,0.6839467933574217,3.102608564308817,1.9603707574985338,0.020000000000000018,0.020000000000000018,26,1306112,894208,6905.359,0.0,1745,354,15512,0.1,0.3,"[0.0, 0.0, 0.0, 0.10000000000000142, 1.0]",42.951,118.118,55.071,215040,330752,97727292,75000,215040,330752,97727292,75000,0.004999999888241291,8.693146705627441,8.182905197143555,9.176191329956055,-0.0785904973745346,0.004999999888241291,8.545591354370117,8.229025840759277,8.933504104614258,-0.06235409528017044
54.391092489673476,50.970605036334135,52.12399938006635,100.0,1016,101376,False,995584,9952,10,5a8c3f26378b4467aafb07332f1f86bd,2019-09-28_08-42-12,1569660132,30.48760747909546,305.69684743881226,3488,RL-K80,10.0.0.4,305.69684743881226,995584,10,4,0d984810,26.59492854297996,25.529070837086376,0.6819994647456988,3.1024918521629594,1.9651084467644724,0.020000000000000018,0.020000000000000018,29,1460736,995584,0.0,28403.614,1944,354,16116,0.12,0.3815756805667782,"[0.0, 0.0, 0.0, 0.10000000000000142, 2.0]",34.845,79.569,42.148,242944,371200,97727292,75000,242944,371200,97727292,75000,0.004999999888241291,9.150813102722168,8.723071098327637,9.499162673950195,0.07153552770614624,0.004999999888241291,8.90483283996582,8.674005508422852,9.237996101379395,0.004463542252779007
