,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,6.143146772700699,6.146256528423775,6.149024415745607,6.147668711996433,6.149509930766304,6.144376829572355,6.144077202432923,6.146401008624473,6.147479588331599,6.144027240715982,6.143921780505674,6.143532746465265,6.141282771243265,6.140225792286007,6.139311351577335
1,6.141626016202958,6.140747979582412,6.143365114833716,6.146751138588883,6.143006439849397,6.143784097570152,6.13988799154502,6.140407279115066,6.14129973371762,6.140899888934737,6.138176050458596,6.1396922494385935,6.135746795434007,6.13448684979476,6.133392635760924
2,6.1367005110451105,6.144488332909419,6.140939429175266,6.140739226379918,6.142164775431828,6.141127029204736,6.137209931877575,6.138371021639945,6.142662333435302,6.140378541001836,6.139383855326846,6.138454035819442,6.138725807641909,6.132593817065942,6.130786165545999
3,6.138826294366633,6.141258448181126,6.139229392430403,6.142058014624716,6.141447094828532,6.140498725531222,6.14007280986099,6.139551841050483,6.139321393675317,6.139490852813396,6.1431654152388,6.13802125459445,6.136510832398061,6.135962080253754,6.133921108250415
4,6.142860256390366,6.14604743575786,6.148260203519796,6.1459795246578155,6.145797093163215,6.1426859532395905,6.144120871381582,6.147058293449671,6.144038486828859,6.1457206945534875,6.141910663167517,6.1442806125945735,6.137312533869556,6.138353036039131,6.136670566502657
5,6.148949935778119,6.149617551560729,6.149529587232377,6.150479907735223,6.150571411744655,6.148445358643179,6.148128556442585,6.148393347833085,6.14566425610949,6.149925689456336,6.148997062618624,6.148723365348605,6.144253525172441,6.143753260428726,6.142068732718348
6,6.153549704383721,6.155451519582649,6.155403736547883,6.158013806544804,6.154486922897361,6.156253935941795,6.156176929898987,6.1542780708533815,6.153095636399488,6.1570454357357125,6.1580811397516895,6.1573058039417345,6.156164655509584,6.153031046015202,6.149367676541041
7,6.158792399939332,6.161121985363741,6.15941822378206,6.161874798195294,6.161937953003476,6.160544769961422,6.15940553576524,6.1608138553163565,6.158253071799113,6.159547351653725,6.157935000843002,6.162586112067533,6.157082295672203,6.154920781858938,6.155746622390454
8,6.1666139934933195,6.1661485830455725,6.167118944506958,6.168905370821211,6.170614312988609,6.167085301425011,6.16637831296718,6.1653493116053335,6.16728120148354,6.165320747380589,6.167374356865294,6.167992082126258,6.1659060054670505,6.163845571889956,6.162173485497098
9,6.171410020861246,6.172199359638443,6.171911404090823,6.1752837038727915,6.174237972359098,6.173475664731305,6.17418763600329,6.171360577681807,6.172169995125132,6.169117730022407,6.1696902863280485,6.172130739131327,6.169879808095643,6.167683444199844,6.166971041678017
10,6.176289725444143,6.178920841608674,6.179450194225963,6.179305575693562,6.1784477950354635,6.179474415350988,6.178199511726257,6.177016199092538,6.177032120680358,6.179779537784909,6.1781213501008745,6.174826424981625,6.1751461961670655,6.173344735349761,6.171698467773723
11,6.184726931492862,6.182866584990172,6.1862574718680605,6.18862916479942,6.185651876018106,6.185763940731704,6.186882884886753,6.185138539922147,6.183531360471397,6.183623910395164,6.181122108656984,6.181085969226721,6.1804017615643705,6.180186113524911,6.178621554964418
12,6.1913565173123315,6.191021058232364,6.19709911834225,6.193547069533987,6.1917912245286075,6.19153786784783,6.189276702237491,6.190770375317679,6.189528073095617,6.1906214354010425,6.189116249889004,6.186820206358282,6.187199701499564,6.187313733969829,6.185470188290385
13,6.1950653053860565,6.196164135022106,6.1960621928219055,6.198331157969146,6.197177993299138,6.196296324245047,6.199934581385786,6.194919949919964,6.196683423209816,6.195820538575344,6.194096658680948,6.19207031552669,6.191611652933941,6.193169960538169,6.192961384474064
14,6.2016946884809165,6.201724433297757,6.202565906021845,6.2023983463827115,6.202971673547586,6.201532795900802,6.202441195140597,6.201349814014979,6.200257915235986,6.199800400751136,6.2001683398127545,6.198261076939524,6.197768808979373,6.199032367417742,6.197580491400307
15,6.136408409821893,6.140407546534632,6.142722248953487,6.144888511086862,6.141288331929621,6.14264484450151,6.139541002386091,6.144093573385759,6.142373469989229,6.139574218330286,6.137266806263111,6.137997645235052,6.134713451463362,6.132684866609906,6.131993682658208
