,Agent_0,Agent_1
0,1.716,1.812
1,1.566,1.811
2,1.456,1.8545
3,1.612,1.866
4,1.712,1.835
5,1.716,1.75
6,1.71,1.787
7,1.702,1.805
8,1.698,1.804
9,1.697,1.806
10,1.696,1.808
11,1.7,1.806
12,1.698,1.808
13,1.707,1.806
14,1.705,1.805
15,1.709,1.813
16,1.708,1.804
17,1.71,1.809
18,1.709,1.809
19,1.701,1.809
20,1.706,1.812
21,1.706,1.8125
22,1.706,1.804
23,1.705,1.809
24,1.705,1.812
25,1.716,1.814
26,1.708,1.805
27,1.712,1.8125
28,1.71,1.802
29,1.708,1.808
30,1.701,1.811
31,1.708,1.813
32,1.713,1.804
33,1.712,1.808
34,1.711,1.808
35,1.715,1.808
36,1.713,1.808
37,1.711,1.808
38,1.709,1.808
39,1.709,1.808
40,1.709,1.8125
41,1.709,1.803
42,1.71,1.814
43,1.71,1.794
44,1.707,1.804
45,1.706,1.807
46,1.705,1.798
47,1.702,1.804
48,1.702,1.801
49,1.702,1.8
50,1.705,1.796
51,1.704,1.804
52,1.699,1.799
53,1.704,1.805
54,1.703,1.794
55,1.703,1.798
56,1.701,1.797
57,1.698,1.801
58,1.701,1.804
59,1.704,1.806
60,1.702,1.794
61,1.706,1.811
62,1.71,1.787
63,1.707,1.785
64,1.702,1.8
65,1.7,1.795
66,1.697,1.803
67,1.701,1.805
68,1.711,1.819
69,1.716,1.789
70,1.712,1.803
71,1.707,1.803
72,1.706,1.807
73,1.705,1.798
74,1.704,1.803
75,1.704,1.807
76,1.71,1.798
77,1.709,1.803
78,1.708,1.806
79,1.708,1.806
80,1.708,1.806
81,1.708,1.806
82,1.708,1.806
83,1.708,1.798
84,1.708,1.795
85,1.705,1.805
86,1.711,1.809
87,1.707,1.799
88,1.705,1.805
89,1.704,1.8125
90,1.71,1.807
91,1.709,1.802
92,1.708,1.812
93,1.713,1.803
94,1.712,1.809
95,1.711,1.809
96,1.71,1.809
97,1.71,1.809
98,1.71,1.809
99,1.71,1.809
100,1.71,1.809
