,Agent_0,Agent_1
0,1.686,1.714
1,1.543,1.711
2,1.4375,1.575
3,1.593,1.69
4,1.615,1.549
5,1.554,1.665
6,1.5625,1.589
7,1.649,1.669
8,1.646,1.683
9,1.654,1.694
10,1.658,1.634
11,1.617,1.651
12,1.667,1.679
13,1.654,1.692
14,1.669,1.682
15,1.655,1.679
16,1.648,1.683
17,1.664,1.694
18,1.679,1.68
19,1.644,1.678
20,1.665,1.705
21,1.666,1.704
22,1.673,1.702
23,1.68,1.712
24,1.673,1.705
25,1.666,1.7
26,1.68,1.715
27,1.68,1.713
28,1.68,1.716
29,1.68,1.717
30,1.68,1.716
31,1.679,1.715
32,1.679,1.716
33,1.678,1.713
34,1.678,1.711
35,1.671,1.707
36,1.679,1.701
37,1.672,1.703
38,1.679,1.712
39,1.68,1.709
40,1.672,1.719
41,1.674,1.7
42,1.672,1.706
43,1.672,1.71
44,1.672,1.704
45,1.68,1.716
46,1.673,1.708
47,1.667,1.698
48,1.681,1.714
49,1.673,1.713
50,1.674,1.709
51,1.681,1.714
52,1.673,1.715
53,1.674,1.706
54,1.681,1.716
55,1.679,1.715
56,1.679,1.718
57,1.679,1.715
58,1.671,1.715
59,1.673,1.71
60,1.68,1.716
61,1.674,1.721
62,1.675,1.71
63,1.681,1.713
64,1.681,1.716
65,1.681,1.715
66,1.686,1.715
67,1.685,1.715
68,1.677,1.716
69,1.678,1.707
70,1.672,1.714
71,1.673,1.708
72,1.68,1.718
73,1.68,1.715
74,1.68,1.715
75,1.68,1.708
76,1.674,1.711
77,1.681,1.717
78,1.681,1.714
79,1.681,1.719
80,1.681,1.715
81,1.681,1.719
82,1.681,1.716
83,1.681,1.721
84,1.681,1.714
85,1.681,1.714
86,1.681,1.715
87,1.681,1.716
88,1.681,1.718
89,1.681,1.715
90,1.681,1.718
91,1.681,1.708
92,1.674,1.711
93,1.681,1.706
94,1.674,1.703
95,1.681,1.714
96,1.674,1.721
97,1.675,1.711
98,1.682,1.715
99,1.682,1.716
100,1.682,1.714
