,Agent_0,Agent_1
0,1.717,1.774
1,1.568,1.763
2,1.455,1.631
3,1.612,1.6
4,1.729,1.637
5,1.584,1.653
6,1.7,1.749
7,1.6875,1.731
8,1.682,1.746
9,1.667,1.751
10,1.677,1.704
11,1.715,1.755
12,1.689,1.761
13,1.708,1.78
14,1.699,1.758
15,1.718,1.754
16,1.701,1.741
17,1.717,1.761
18,1.72,1.772
19,1.707,1.766
20,1.716,1.776
21,1.705,1.782
22,1.709,1.774
23,1.716,1.755
24,1.723,1.764
25,1.712,1.7705
26,1.723,1.78
27,1.719,1.78
28,1.718,1.772
29,1.708,1.767
30,1.706,1.76
31,1.722,1.754
32,1.715,1.758
33,1.711,1.765
34,1.712,1.768
35,1.721,1.769
36,1.717,1.774
37,1.712,1.765
38,1.722,1.777
39,1.718,1.768
40,1.721,1.779
41,1.724,1.784
42,1.727,1.784
43,1.719,1.785
44,1.717,1.769
45,1.728,1.775
46,1.711,1.776
47,1.724,1.786
48,1.723,1.777
49,1.728,1.77
50,1.712,1.771
51,1.725,1.79
52,1.721,1.771
53,1.7295,1.773
54,1.711,1.775
55,1.722,1.782
56,1.714,1.765
57,1.719,1.776
58,1.722,1.781
59,1.72,1.783
60,1.711,1.778
61,1.7,1.763
62,1.718,1.765
63,1.726,1.767
64,1.707,1.77
65,1.718,1.781
66,1.708,1.765
67,1.723,1.779
68,1.721,1.781
69,1.718,1.776
70,1.709,1.769
71,1.721,1.7705
72,1.718,1.764
73,1.72,1.7705
74,1.717,1.776
75,1.722,1.782
76,1.721,1.781
77,1.719,1.773
78,1.723,1.775
79,1.713,1.77
80,1.722,1.756
81,1.712,1.758
82,1.715,1.765
83,1.711,1.771
84,1.716,1.778
85,1.708,1.773
86,1.707,1.768
87,1.711,1.76
88,1.721,1.772
89,1.716,1.778
90,1.722,1.783
91,1.719,1.775
92,1.711,1.781
93,1.715,1.763
94,1.7295,1.771
95,1.704,1.778
96,1.721,1.774
97,1.721,1.771
98,1.718,1.772
99,1.721,1.772
100,1.717,1.767
