,Agent_0,Agent_1
0,1.772,1.6875
1,1.61,1.6875
2,1.486,1.546
3,1.528,1.438
4,1.528,1.598
5,1.584,1.478
6,1.584,1.629
7,1.634,1.555
8,1.641,1.648
9,1.658,1.622
10,1.671,1.685
11,1.715,1.653
12,1.719,1.69
13,1.736,1.67
14,1.741,1.691
15,1.746,1.674
16,1.743,1.685
17,1.747,1.682
18,1.749,1.697
19,1.758,1.6875
20,1.753,1.697
21,1.75,1.7
22,1.747,1.692
23,1.752,1.685
24,1.748,1.686
25,1.748,1.68
26,1.749,1.696
27,1.752,1.684
28,1.757,1.699
29,1.751,1.695
30,1.753,1.684
31,1.755,1.691
32,1.757,1.692
33,1.759,1.693
34,1.761,1.703
35,1.763,1.697
36,1.768,1.701
37,1.765,1.687
38,1.759,1.688
39,1.75,1.697
40,1.759,1.685
41,1.754,1.695
42,1.764,1.683
43,1.756,1.698
44,1.761,1.6875
45,1.767,1.695
46,1.751,1.703
47,1.761,1.689
48,1.763,1.704
49,1.759,1.706
50,1.762,1.701
51,1.764,1.709
52,1.769,1.694
53,1.76,1.701
54,1.763,1.689
55,1.763,1.703
56,1.765,1.689
57,1.765,1.705
58,1.767,1.702
59,1.7705,1.7
60,1.775,1.7
61,1.759,1.693
62,1.753,1.691
63,1.76,1.69
64,1.753,1.691
65,1.757,1.692
66,1.759,1.694
67,1.752,1.696
68,1.762,1.689
69,1.754,1.697
70,1.759,1.693
71,1.752,1.693
72,1.755,1.696
73,1.758,1.698
74,1.76,1.69
75,1.755,1.7
76,1.76,1.696
77,1.761,1.705
78,1.762,1.691
79,1.762,1.699
80,1.763,1.692
81,1.763,1.699
82,1.764,1.692
83,1.764,1.699
84,1.765,1.7
85,1.765,1.701
86,1.766,1.704
87,1.77,1.688
88,1.766,1.688
89,1.758,1.683
90,1.759,1.684
91,1.76,1.685
92,1.761,1.691
93,1.756,1.692
94,1.755,1.686
95,1.758,1.681
96,1.759,1.688
97,1.761,1.681
98,1.761,1.688
99,1.762,1.682
100,1.762,1.688
