,Agent_0,Agent_1
0,1.736,1.807
1,1.583,1.804
2,1.467,1.632
3,1.485,1.614
4,1.518,1.596
5,1.564,1.601
6,1.569,1.638
7,1.639,1.691
8,1.683,1.747
9,1.703,1.759
10,1.718,1.778
11,1.717,1.783
12,1.719,1.792
13,1.72,1.801
14,1.722,1.807
15,1.727,1.801
16,1.724,1.81
17,1.727,1.804
18,1.725,1.792
19,1.718,1.792
20,1.709,1.802
21,1.72,1.801
22,1.72,1.807
23,1.722,1.808
24,1.727,1.806
25,1.726,1.805
26,1.724,1.808
27,1.727,1.809
28,1.726,1.809
29,1.7295,1.799
30,1.733,1.807
31,1.728,1.804
32,1.726,1.804
33,1.733,1.805
34,1.732,1.807
35,1.735,1.808
36,1.734,1.803
37,1.728,1.796
38,1.72,1.799
39,1.73,1.797
40,1.721,1.794
41,1.735,1.797
42,1.73,1.801
43,1.728,1.801
44,1.724,1.806
45,1.731,1.811
46,1.735,1.806
47,1.735,1.807
48,1.728,1.804
49,1.728,1.798
50,1.726,1.792
51,1.729,1.796
52,1.731,1.801
53,1.729,1.803
54,1.727,1.807
55,1.735,1.811
56,1.734,1.814
57,1.736,1.811
58,1.732,1.811
59,1.733,1.81
60,1.733,1.8125
61,1.736,1.809
62,1.731,1.811
63,1.734,1.8125
64,1.735,1.807
65,1.732,1.805
66,1.731,1.809
67,1.735,1.81
68,1.737,1.811
69,1.739,1.81
70,1.738,1.806
71,1.731,1.802
72,1.717,1.805
73,1.723,1.801
74,1.735,1.808
75,1.735,1.809
76,1.733,1.812
77,1.731,1.81
78,1.732,1.808
79,1.731,1.81
80,1.732,1.809
81,1.731,1.81
82,1.7295,1.807
83,1.736,1.809
84,1.735,1.809
85,1.733,1.811
86,1.735,1.806
87,1.734,1.808
88,1.728,1.801
89,1.72,1.806
90,1.721,1.806
91,1.728,1.8125
92,1.734,1.815
93,1.739,1.809
94,1.733,1.807
95,1.732,1.806
96,1.734,1.811
97,1.734,1.807
98,1.734,1.796
99,1.726,1.797
100,1.725,1.809
