,Agent_0,Agent_1
0,1.734,1.72
1,1.579,1.718
2,1.465,1.582
3,1.617,1.695
4,1.6455,1.577
5,1.529,1.565
6,1.636,1.658
7,1.736,1.711
8,1.689,1.722
9,1.718,1.682
10,1.711,1.714
11,1.695,1.708
12,1.715,1.708
13,1.7295,1.729
14,1.727,1.725
15,1.725,1.722
16,1.74,1.728
17,1.738,1.728
18,1.739,1.728
19,1.742,1.727
20,1.741,1.727
21,1.742,1.727
22,1.734,1.727
23,1.743,1.72
24,1.7295,1.727
25,1.737,1.719
26,1.735,1.726
27,1.7295,1.726
28,1.736,1.718
29,1.736,1.725
30,1.733,1.73
31,1.727,1.722
32,1.736,1.716
33,1.729,1.724
34,1.738,1.718
35,1.73,1.725
36,1.728,1.719
37,1.737,1.726
38,1.74,1.73
39,1.738,1.7295
40,1.74,1.729
41,1.745,1.728
42,1.736,1.728
43,1.736,1.728
44,1.738,1.728
45,1.741,1.728
46,1.737,1.728
47,1.738,1.728
48,1.739,1.728
49,1.746,1.728
50,1.745,1.728
51,1.742,1.728
52,1.739,1.728
53,1.74,1.728
54,1.736,1.728
55,1.739,1.728
56,1.742,1.727
57,1.735,1.727
58,1.74,1.727
59,1.73,1.727
60,1.735,1.72
61,1.734,1.726
62,1.738,1.726
63,1.732,1.725
64,1.7295,1.718
65,1.736,1.725
66,1.738,1.725
67,1.737,1.725
68,1.734,1.725
69,1.74,1.7295
70,1.733,1.728
71,1.743,1.72
72,1.729,1.718
73,1.735,1.723
74,1.735,1.728
75,1.746,1.727
76,1.738,1.726
77,1.742,1.725
78,1.732,1.725
79,1.737,1.725
80,1.739,1.7295
81,1.741,1.729
82,1.731,1.728
83,1.737,1.727
84,1.733,1.726
85,1.74,1.725
86,1.732,1.725
87,1.736,1.725
88,1.736,1.725
89,1.73,1.725
90,1.729,1.717
91,1.734,1.724
92,1.7295,1.724
93,1.734,1.717
94,1.738,1.723
95,1.728,1.728
96,1.728,1.72
97,1.739,1.725
98,1.718,1.729
99,1.727,1.714
100,1.733,1.726
