,Agent_0,Agent_1
0,1.598,1.621
1,1.479,1.622
2,1.388,1.605
3,1.414,1.585
4,1.447,1.567
5,1.528,1.556
6,1.6455,1.565
7,1.64,1.583
8,1.62,1.598
9,1.606,1.613
10,1.581,1.613
11,1.579,1.622
12,1.593,1.612
13,1.636,1.619
14,1.6,1.621
15,1.599,1.618
16,1.6,1.621
17,1.603,1.62
18,1.604,1.626
19,1.6,1.621
20,1.601,1.626
21,1.6,1.623
22,1.61,1.627
23,1.608,1.625
24,1.613,1.625
25,1.595,1.627
26,1.601,1.633
27,1.606,1.634
28,1.613,1.63
29,1.607,1.63
30,1.605,1.63
31,1.617,1.625
32,1.596,1.625
33,1.608,1.618
34,1.614,1.623
35,1.595,1.623
36,1.617,1.617
37,1.629,1.63
38,1.594,1.623
39,1.622,1.616
40,1.615,1.628
41,1.607,1.618
42,1.622,1.623
43,1.608,1.623
44,1.61,1.624
45,1.611,1.621
46,1.612,1.621
47,1.594,1.626
48,1.62,1.617
49,1.608,1.63
50,1.605,1.619
51,1.611,1.624
52,1.623,1.619
53,1.608,1.625
54,1.598,1.622
55,1.593,1.625
56,1.6045,1.617
57,1.605,1.623
58,1.622,1.619
59,1.612,1.623
60,1.6045,1.624
61,1.609,1.623
62,1.605,1.614
63,1.614,1.613
64,1.602,1.617
65,1.615,1.612
66,1.614,1.623
67,1.614,1.621
68,1.621,1.63
69,1.6,1.629
70,1.614,1.621
71,1.615,1.624
72,1.632,1.623
73,1.611,1.625
74,1.609,1.621
75,1.629,1.618
76,1.642,1.619
77,1.61,1.627
78,1.607,1.617
79,1.649,1.624
80,1.601,1.625
81,1.614,1.619
82,1.619,1.625
83,1.605,1.623
84,1.6,1.626
85,1.599,1.62
86,1.634,1.618
87,1.607,1.628
88,1.601,1.624
89,1.608,1.621
90,1.604,1.616
91,1.625,1.611
92,1.599,1.623
93,1.615,1.618
94,1.615,1.622
95,1.619,1.628
96,1.594,1.626
97,1.607,1.617
98,1.611,1.623
99,1.619,1.615
100,1.61,1.63
