,Agent_0,Agent_1
0,1.664,1.764
1,1.527,1.76
2,1.425,1.738
3,1.588,1.719
4,1.607,1.752
5,1.629,1.773
6,1.645,1.764
7,1.663,1.756
8,1.665,1.758
9,1.665,1.757
10,1.662,1.756
11,1.667,1.756
12,1.665,1.759
13,1.665,1.758
14,1.666,1.766
15,1.671,1.764
16,1.667,1.757
17,1.67,1.763
18,1.666,1.765
19,1.669,1.762
20,1.669,1.768
21,1.675,1.758
22,1.666,1.766
23,1.666,1.758
24,1.668,1.763
25,1.67,1.76
26,1.668,1.758
27,1.669,1.757
28,1.668,1.757
29,1.666,1.763
30,1.67,1.76
31,1.67,1.761
32,1.66,1.757
33,1.671,1.759
34,1.672,1.764
35,1.68,1.763
36,1.673,1.759
37,1.664,1.761
38,1.674,1.762
39,1.663,1.76
40,1.666,1.758
41,1.669,1.763
42,1.669,1.766
43,1.671,1.763
44,1.671,1.762
45,1.67,1.759
46,1.672,1.757
47,1.666,1.759
48,1.665,1.761
49,1.673,1.762
50,1.669,1.765
51,1.669,1.763
52,1.667,1.759
53,1.668,1.759
54,1.666,1.761
55,1.66,1.763
56,1.669,1.759
57,1.674,1.76
58,1.676,1.754
59,1.669,1.76
60,1.673,1.754
61,1.673,1.758
62,1.67,1.762
63,1.666,1.764
64,1.672,1.766
65,1.667,1.765
66,1.669,1.759
67,1.665,1.763
68,1.669,1.763
69,1.666,1.76
70,1.663,1.766
71,1.669,1.76
72,1.665,1.762
73,1.67,1.763
74,1.672,1.761
75,1.674,1.76
76,1.663,1.762
77,1.667,1.76
78,1.667,1.761
79,1.671,1.76
80,1.666,1.762
81,1.673,1.764
82,1.675,1.759
83,1.671,1.759
84,1.67,1.759
85,1.67,1.756
86,1.669,1.757
87,1.671,1.767
88,1.671,1.759
89,1.668,1.765
90,1.669,1.761
91,1.672,1.762
92,1.672,1.758
93,1.673,1.759
94,1.669,1.77
95,1.67,1.769
96,1.659,1.767
97,1.669,1.763
98,1.667,1.762
99,1.668,1.766
100,1.678,1.762
