,Agent_0,Agent_1
0,1.72,1.831
1,1.571,1.83
2,1.459,1.671
3,1.612,1.676
4,1.729,1.754
5,1.729,1.752
6,1.712,1.769
7,1.728,1.742
8,1.687,1.742
9,1.695,1.732
10,1.697,1.715
11,1.693,1.752
12,1.713,1.757
13,1.704,1.754
14,1.722,1.768
15,1.697,1.753
16,1.692,1.711
17,1.674,1.741
18,1.708,1.762
19,1.709,1.765
20,1.705,1.787
21,1.72,1.777
22,1.698,1.7705
23,1.701,1.762
24,1.698,1.752
25,1.6875,1.773
26,1.713,1.76
27,1.7,1.78
28,1.71,1.779
29,1.707,1.768
30,1.691,1.809
31,1.719,1.789
32,1.702,1.795
33,1.716,1.799
34,1.7,1.794
35,1.707,1.779
36,1.712,1.787
37,1.717,1.789
38,1.701,1.796
39,1.715,1.784
40,1.701,1.812
41,1.722,1.793
42,1.69,1.8
43,1.697,1.795
44,1.705,1.783
45,1.71,1.778
46,1.704,1.773
47,1.708,1.787
48,1.699,1.794
49,1.737,1.801
50,1.707,1.819
51,1.733,1.795
52,1.704,1.813
53,1.721,1.808
54,1.713,1.801
55,1.715,1.813
56,1.711,1.8125
57,1.721,1.818
58,1.715,1.818
59,1.711,1.817
60,1.719,1.813
61,1.709,1.81
62,1.725,1.818
63,1.7295,1.818
64,1.716,1.823
65,1.717,1.802
66,1.705,1.803
67,1.716,1.804
68,1.72,1.806
69,1.713,1.814
70,1.715,1.8125
71,1.709,1.8125
72,1.707,1.821
73,1.724,1.797
74,1.709,1.802
75,1.709,1.8125
76,1.71,1.793
77,1.699,1.799
78,1.715,1.816
79,1.714,1.828
80,1.724,1.822
81,1.707,1.825
82,1.719,1.826
83,1.716,1.814
84,1.708,1.824
85,1.719,1.819
86,1.714,1.828
87,1.713,1.828
88,1.711,1.818
89,1.71,1.828
90,1.72,1.841
91,1.718,1.832
92,1.722,1.829
93,1.713,1.837
94,1.719,1.828
95,1.71,1.818
96,1.715,1.822
97,1.719,1.83
98,1.728,1.831
99,1.723,1.834
100,1.719,1.831
