,Agent_0,Agent_1
0,0.7059971137563388,0.81073023631798
1,0.920985864369624,0.06930596051016713
2,0.3556460874513643,-0.15606803013638348
3,0.8121811928782883,0.30911567120482475
4,0.23572797437254805,0.6179202108784698
5,0.30314552375645876,0.12868756245421267
6,0.6190750887212773,0.48256978355228713
7,0.6468484943728295,0.8215595995816548
8,0.7766273165641561,0.58096940049079
9,0.5498361842043165,0.7940660052117361
10,0.6992326907056542,0.7120125082325024
11,0.7102987037920678,0.6420276355160398
12,0.6901659845690925,0.7364630554966569
13,0.751881708991808,0.7681722401113442
14,0.7334690296275241,0.7624623380973526
15,0.7365168133264464,0.7648295121467548
16,0.7302335473567927,0.8262906944968462
17,0.7357395940445286,0.8185368607939111
18,0.7318398591395833,0.8220059416113296
19,0.7194471661209554,0.8394642209059777
20,0.7221014626397091,0.8342965861233711
21,0.7211889697013709,0.8378707269513763
22,0.7415037689958714,0.8010407803279117
23,0.6866489460180428,0.8471189096261625
24,0.7443017075149119,0.779494913853215
25,0.696116721280645,0.826623020902475
26,0.7340376510032487,0.8084815015888933
27,0.7410097787704492,0.7790018257678974
28,0.6917653992059815,0.8235484168557294
29,0.7299776192035451,0.8132312751863859
30,0.7468611458045209,0.7845005071153026
31,0.7346629938198815,0.7739510182714102
32,0.6879371888137534,0.8149630507803671
33,0.7354009310263646,0.7777459393223103
34,0.6890598853800306,0.8260094817380201
35,0.7323786838095815,0.783999762645798
36,0.7155300942022198,0.7813099090380524
37,0.7295622579044289,0.8147048811405183
38,0.7450577667636522,0.8189349355300433
39,0.7458852392906073,0.8105386160180185
40,0.7374747295992201,0.8225348022795037
41,0.7173725550421541,0.8492825253824521
42,0.7401680697432387,0.8090315485036358
43,0.740234984879704,0.8096836465243739
44,0.734594722916438,0.8186533065346808
45,0.7272571475128344,0.831957162498321
46,0.7373432911000427,0.8142076192216336
47,0.736444097160533,0.8160912660825504
48,0.7319104122860609,0.8237355989072371
49,0.7131551522674774,0.8511863549032739
50,0.7161519261092401,0.8486342970469558
51,0.7247168438616786,0.834871148073689
52,0.7331876996856216,0.8217104043560501
53,0.7299098192187701,0.8282956213495314
54,0.7403226555569884,0.8096864211986899
55,0.7341152915656689,0.8205258860900073
56,0.7225925466835662,0.8370979440945014
57,0.7414880541093557,0.8034093975536223
58,0.7273481031612429,0.8280218261673296
59,0.7473891904970873,0.7784892146251412
60,0.7043391506654092,0.816650606804781
61,0.7382745239285458,0.8012279630882857
62,0.7272459275191727,0.8212786851815883
63,0.7312049520392752,0.795531954369338
64,0.710198294775352,0.792993176071874
65,0.726734918113574,0.8157838163314066
66,0.7221057109869348,0.8246736977066496
67,0.7247716808912836,0.8192422007075573
68,0.7323436894876908,0.8071496983207773
69,0.7361997077252489,0.8177984331577244
70,0.7494832133369458,0.7909869986056983
71,0.6825058246266594,0.8532912801328661
72,0.7061142463307934,0.7898250708488174
73,0.7221604064549021,0.8132542904134684
74,0.7458381442062479,0.8006543697189994
75,0.7122806588576287,0.8540622581644008
76,0.7272933554903085,0.8216166398049115
77,0.7115177941601597,0.8426568572074278
78,0.7368282324447969,0.7979654603351202
79,0.7247928769489211,0.8187380733983065
80,0.7423412392483847,0.8121581331065059
81,0.7306886331876955,0.8279837803733476
82,0.753270646598316,0.7850028836021502
83,0.7348689199178757,0.8106387818706475
84,0.7403322698583985,0.7969911440877914
85,0.7196190735523366,0.830108224800583
86,0.7358362399704472,0.7972428430398714
87,0.7240388314641304,0.8177483086713137
88,0.7256696710738575,0.8162560913066894
89,0.7335038539296955,0.7856893681741818
90,0.7062568244359608,0.791814165825725
91,0.7284984135559514,0.8058208913942273
92,0.731600240496199,0.7855468130750277
93,0.6931322139287961,0.8152032732808145
94,0.7156304538955238,0.826695768792049
95,0.7577753610928608,0.7637092209755656
96,0.7263450887182622,0.7765205377346514
97,0.7171824033447731,0.829031018358082
98,0.7725676122178304,0.7152773794840687
99,0.6933620430239787,0.7886750329535519
100,0.7396781428640018,0.7994241654990977
